country_name,year,party_name,populism,minority_rights,political_pluralism,anti_elitism,respect_opponents,gender_equality
Thailand,2011,Pheu Thai Party,0.674,1.929,1.671,1.632,1.458,2.087
Thailand,2019,Pheu Thai Party,0.718,1.929,0.975,2.344,1.458,2.087
Thailand,2011,Bhumjaithai Party,0.112,-0.297,-1.54,-1.834,1.036,-0.48
Thailand,2019,Bhumjaithai Party,0.056,-0.297,-1.402,-2.369,1.036,-0.48
Thailand,2019,People's State Power Party,0.053,-1.116,-4.061,-2.355,-1.726,-0.455
Thailand,1988,Love Thailand Party,0.232,0.948,-1.289,-0.428,1.004,-1.912
Thailand,2005,Mahachon Party / Great People's Party,0.14,0.841,-1.144,-0.653,0.989,-0.476
Thailand,2019,Future Forward Party,0.717,2.91,1.735,2.444,2.167,3.115
Uganda,1989,National Resistance Movement,0.427,0.731,-2.367,-0.477,-2.256,-0.311
Uganda,1994,National Resistance Movement,0.489,0.74,-2.357,-0.211,-2.26,-0.304
Uganda,1996,National Resistance Movement,0.493,0.74,-2.33,-0.211,-2.199,1.316
Uganda,2001,National Resistance Movement,0.479,0.74,-2.33,-0.276,-2.253,1.558
Uganda,2006,National Resistance Movement,0.47,0.748,-2.473,-0.315,-2.26,1.56
Uganda,2011,National Resistance Movement,0.282,0.748,-2.142,-1.13,-1.975,1.56
Uganda,2016,National Resistance Movement,0.275,0.748,-2.142,-1.161,-1.975,1.765
Uganda,1980,Uganda People's Congress,0.461,-1.005,-2.002,-0.368,-1.956,-0.431
Uganda,2006,Uganda People's Congress,0.8,0.929,-0.811,1.724,-1.756,1.283
Uganda,2016,Uganda People's Congress,0.808,0.94,-1.196,1.682,-1.952,1.416
Uganda,1980,Democratic Party,0.676,-1.028,-0.839,1.062,-1.149,-0.425
Uganda,2006,Democratic Party,0.824,0.568,-0.461,1.718,-1.467,1.302
Uganda,2011,Democratic Party,0.821,0.552,-0.441,1.737,-1.966,1.318
Uganda,2016,Democratic Party,0.815,0.552,-0.433,1.676,-1.966,1.419
Uganda,2006,Forum for Democratic Change,0.822,0.544,-0.04,1.826,-2.11,1.576
Uganda,2011,Forum for Democratic Change,0.836,0.536,-0.07,1.826,-2.391,1.554
Uganda,2016,Forum for Democratic Change,0.832,0.561,-0.07,1.81,-2.391,1.752
Venezuela,2015,Justice First,0.496,1.4,0.645,0.229,0.252,0.304
Venezuela,2005,For Social Democracy,0.83,-0.932,-1.307,2.087,-1.216,-1.554
Venezuela,1973,Movement toward Socialism,0.854,0.685,0.453,2.729,0.852,-0.672
Venezuela,1978,Movement toward Socialism,0.831,0.685,0.643,2.378,0.689,-0.672
Venezuela,1983,Movement toward Socialism,0.831,0.685,0.787,2.378,0.523,-0.56
Venezuela,1988,Movement toward Socialism,0.831,0.841,0.945,2.273,0.39,-0.852
Venezuela,1993,Movement toward Socialism,0.752,0.557,0.945,1.841,0.403,-0.363
Venezuela,1998,Movement toward Socialism,0.784,0.086,0.636,1.753,-0.19,-0.833
Venezuela,2000,Movement toward Socialism,0.824,0.42,-0.219,2.088,-0.306,-0.858
Venezuela,2010,A New Era,0.527,1.401,1.027,0.356,0.515,-0.25
Venezuela,2015,A New Era,0.517,1.497,0.882,0.356,0.096,0.015
Venezuela,1973,Democratic Action,0.533,-0.141,1.444,-0.052,1.62,-0.642
Venezuela,1978,Democratic Action,0.534,-0.017,1.444,-0.013,1.62,-0.642
Venezuela,1983,Democratic Action,0.503,-0.043,1.444,-0.125,1.107,-0.499
Venezuela,1988,Democratic Action,0.435,0.322,1.444,-0.433,1.105,-0.499
Venezuela,1993,Democratic Action,0.292,0.445,1.444,-1.021,0.721,-0.499
Venezuela,1998,Democratic Action,0.175,1.381,1.172,-1.585,-0.136,-0.622
Venezuela,2000,Democratic Action,0.352,1.672,0.65,-0.741,-0.004,-0.505
Venezuela,2010,Democratic Action,0.557,1.539,1.206,0.193,-0.211,-0.077
Venezuela,2015,Democratic Action,0.588,1.056,1.017,0.364,-0.21,-0.077
Venezuela,2005,Fatherland for All,0.927,-1.245,-1.515,3.872,-1.205,-1.268
Venezuela,2010,Fatherland for All,0.905,-0.363,-1.584,3.318,-1.071,-0.985
Venezuela,1998,Fifth Republic Movement,0.994,-1.816,-0.412,4.414,-3.643,-0.035
Venezuela,2000,Fifth Republic Movement,0.994,-1.962,-1.315,4.414,-3.643,-0.035
Venezuela,2005,Fifth Republic Movement,0.994,-1.962,-2.081,4.414,-3.643,-0.063
Venezuela,1973,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,0.276,0.988,2.267,-0.927,1.585,-0.349
Venezuela,1978,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,0.24,1.126,1.413,-1.182,1.462,-0.349
Venezuela,1983,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,0.261,1.126,1.413,-0.948,1.122,-0.349
Venezuela,1988,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,0.254,1.056,1.413,-0.948,0.845,-0.349
Venezuela,1993,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,0.284,1.218,1.413,-0.743,0.845,-0.637
Venezuela,1998,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,0.263,1.218,1.413,-0.924,0.461,-0.486
Venezuela,2000,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,0.351,1.218,0.603,-0.363,0.015,-0.486
Venezuela,2010,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,0.371,1.536,0.742,0.023,0.048,-0.864
Venezuela,1998,Venezuela Project,0.278,1.499,0.999,-0.374,0.506,-1.558
Venezuela,2000,Venezuela Project,0.276,1.123,0.608,-0.265,0.325,-1.549
Venezuela,1993,Radical Cause,0.932,0.091,0.379,2.693,0.29,-1.234
Venezuela,1993,National Convergence,0.5,0.327,1.346,0.23,0.855,-0.848
Venezuela,1973,People's Electoral Movement,0.854,0.723,0.512,2.155,0.839,-1.966
Venezuela,1978,People's Electoral Movement,0.838,0.665,0.338,1.86,0.838,-1.994
Venezuela,1973,Nationalist Civic Crusade,0.346,0.301,-0.596,0.93,0.742,-2.502
Venezuela,2010,United Socialist Party of Venezuela,0.986,-2.449,-2.792,3.701,-3.903,0.684
Venezuela,2015,United Socialist Party of Venezuela,0.986,-0.896,-3.304,3.701,-3.903,0.706
Venezuela,2015,Popular Will,0.562,0.75,0.709,0.558,-0.805,0.539
Benin,2007,Cowry Forces for an Emerging Benin,0.261,-2.362,0.904,-1.18,0.535,-0.098
Benin,2011,Cowry Forces for an Emerging Benin,0.265,-2.362,1.563,-1.18,-0.551,-0.098
Benin,2015,Cowry Forces for an Emerging Benin,0.265,-2.362,1.563,-1.18,-1.269,-0.098
Benin,1995,Democratic Renewal Party,0.22,-1.883,1.557,-1.382,0.647,-0.783
Benin,1999,Democratic Renewal Party,0.263,-1.883,1.557,-1.174,0.647,-0.783
Benin,2003,Democratic Renewal Party,0.263,-1.883,1.557,-1.174,0.647,-0.783
Benin,2007,Democratic Renewal Party,0.263,-1.883,1.557,-1.174,0.647,-0.783
Benin,2015,Democratic Renewal Party,0.433,-1.883,1.557,-0.378,0.579,-0.097
Benin,2011,G13 Baobab Alliance,0.542,-1.9,1.569,0.244,0.621,-0.818
Benin,1995,Social Democratic Party,0.319,-1.877,1.561,-0.9,0.349,-0.802
Benin,1999,Social Democratic Party,0.319,-0.905,0.546,-0.9,0.349,-0.802
Benin,1995,Benin Rebirth Party,0.258,-2.297,1.564,-1.188,0.043,-0.19
Benin,1999,Benin Rebirth Party,0.258,-1.846,1.564,-1.188,0.043,-0.19
Benin,2003,Benin Rebirth Party,0.258,-1.846,1.564,-1.188,0.043,-0.19
Benin,1991,National Rally for Democracy,0.571,-1.902,1.557,0.339,0.372,-0.847
Benin,1991,Our Common Cause,0.417,-1.882,1.584,-0.439,-0.871,-0.791
Benin,1995,Our Common Cause,0.417,-1.882,1.584,-0.439,-0.871,-0.121
Benin,1991,Liberal Democrats' Rally for National Reconstruction-Vivotene,0.214,-1.872,1.585,-1.403,0.25,-0.835
Benin,1995,Action Front for Renewal and Development,0.299,-1.845,1.544,-0.995,0.658,-0.878
Benin,1999,Action Front for Renewal and Development,0.293,-1.845,1.544,-0.995,0.104,-0.878
Benin,1991,Union for Democracy and National Solidarity,0.341,-1.874,0.902,-0.817,0.827,-0.849
Benin,1995,Union for Democracy and National Solidarity,0.341,-1.874,0.902,-0.817,0.827,-0.849
Benin,1975,People's Revolutionary Party of Benin,0.582,-0.913,-0.725,0.235,-1.168,-0.195
Benin,1979,People's Revolutionary Party of Benin,0.582,-0.913,-0.725,0.235,-1.168,-0.195
Benin,1984,People's Revolutionary Party of Benin,0.582,-0.913,-0.725,0.235,-1.168,-0.195
Benin,1989,People's Revolutionary Party of Benin,0.612,-0.913,-0.725,0.39,-1.168,-0.195
Benin,2003,Union for Future Benin,0.325,-2.371,0.564,-0.914,0.385,-0.866
Benin,1999,African Movement for Development and Progress,0.143,-1.864,1.551,-1.794,0.24,-0.823
Benin,2003,African Movement for Development and Progress,0.143,-1.864,1.551,-1.794,0.24,-0.823
Benin,2003,Key Force,0.336,-1.645,0.933,-0.803,0.103,-0.839
Benin,2011,Union Makes the Nation,0.59,-1.391,1.589,0.548,0.639,-0.837
Benin,2015,Union Makes the Nation,0.589,-1.215,1.589,0.559,0.607,-0.837
Benin,2007,Alliance for a Democratic Dynamic,0.107,-2.131,1.558,-2.01,0.354,-0.851
Benin,1991,Union for the Triumph of Democratic Renewal,0.272,-1.864,0.907,-1.12,0.931,-0.85
Benin,1991,alliance: PNDD-PRD,0.175,-1.868,1.575,-1.608,0.8,-0.831
Benin,1991,alliance: PSD-UNSP,0.142,-1.513,1.555,-1.789,0.245,-0.848
Benin,1991,alliance: MNDD-MSUP-UDRN,0.387,-1.859,1.569,-0.589,0.512,-0.827
Benin,2011,alliance: Amana Alliance,0.226,-1.881,0.946,-1.356,0.124,-0.85
Benin,2011,alliance: Hope Force - Union for Change,0.518,-1.878,1.57,0.054,0.676,-0.858
Benin,2015,alliance: Alliance RB-RP (Benin Rebirth Party-Patriotic Revival Party),0.52,-1.651,1.563,0.107,0.098,-0.823
Benin,2015,alliance: Sun Alliance,0.17,-1.822,0.927,-1.632,1.105,-0.851
Benin,2015,alliance: United Democratic Forces Alliance (FDU),0.455,-1.859,0.896,-0.249,0.829,-0.827
Benin,2015,alliance: National Alliance for Development and Democracy (AND),0.343,-2.069,1.569,-0.837,0.779,-0.799
Benin,2019,alliance: Progressive Union,0.376,-1.404,-2.284,-0.602,0.18,0.503
Benin,2019,alliance: Republican Bloc,0.376,-1.395,-2.295,-0.588,0.203,0.493
Bhutan,2008,Bhutan Peace and Prosperity Party,0.075,0.191,0.646,-2.233,1.719,-0.622
Bhutan,2013,Bhutan Peace and Prosperity Party,0.075,0.191,0.646,-2.233,1.32,-0.602
Bhutan,2008,People’s Democratic Party,0.235,0.49,1.381,-1.313,1.666,-0.06
Bhutan,2013,People’s Democratic Party,0.384,0.474,1.417,-0.66,0.982,-0.607
Burkina Faso,1992,Congress for Democracy and Progress,0.115,-1.27,-1.405,-1.95,0.911,0.016
Burkina Faso,1997,Congress for Democracy and Progress,0.115,-1.27,-1.405,-1.95,0.908,0.016
Burkina Faso,2002,Congress for Democracy and Progress,0.115,-1.107,-1.405,-1.95,0.957,0.431
Burkina Faso,2007,Congress for Democracy and Progress,0.115,-1.107,-1.405,-1.95,0.957,0.431
Burkina Faso,2012,Congress for Democracy and Progress,0.115,-1.107,-1.405,-1.95,0.957,0.945
Burkina Faso,2015,Congress for Democracy and Progress,0.271,-0.471,-0.639,-1.042,0.865,0.629
Burkina Faso,2002,Alliance for Democracy and Federation–African Democratic Rally,0.207,-0.733,-0.306,-1.414,1.288,-0.394
Burkina Faso,2007,Alliance for Democracy and Federation–African Democratic Rally,0.116,-0.876,-0.306,-1.942,1.288,-0.248
Burkina Faso,2012,Alliance for Democracy and Federation–African Democratic Rally,0.116,-0.876,-0.306,-1.942,1.288,0.242
Burkina Faso,2012,Union for Progress and Reform,0.441,-1.762,1.663,-0.177,1.416,0.677
Burkina Faso,2015,Union for Progress and Reform,0.321,-1.762,1.663,-0.834,1.416,0.677
Burkina Faso,2002,Party for Democracy and Socialism / Metba,0.696,-1.74,0.212,0.829,0.975,-0.2
Burkina Faso,1992,National Convention of Progressive Patriots–Social Democratic Party,0.442,-0.254,0.2,-0.15,0.979,-0.815
Burkina Faso,2015,People's Movement for Progress,0.194,-1.65,0.38,-1.506,0.614,0.536
Burkina Faso,1970,Voltaic Democratic Union / African Democratic Rally,0.575,-0.473,-1.264,0.298,0.229,-1.893
Burkina Faso,1978,Voltaic Democratic Union / African Democratic Rally,0.575,-0.473,-1.264,0.298,0.229,-1.876
Burkina Faso,1992,Voltaic Democratic Union / African Democratic Rally,0.598,-1.133,-1.163,0.552,-0.394,-0.546
Burkina Faso,1997,Voltaic Democratic Union / African Democratic Rally,0.598,-1.133,-1.163,0.552,-0.394,-0.546
Burkina Faso,1978,National Union for Democracy and Development,0.478,0.14,-0.669,-0.011,-0.235,-2.195
Burkina Faso,1978,Voltaic Progressive Union,0.618,-0.208,-0.796,0.528,-0.05,-2.499
Burkina Faso,1997,Party for Democracy and Progress,0.557,-0.753,0.203,0.295,-0.114,-0.791
Burkina Faso,1970,African Regroupment Party,0.68,-0.898,-0.645,1.586,-0.146,-1.882
Burkina Faso,1978,African Regroupment Party,0.772,-0.898,-0.641,1.586,-0.146,-1.869
Burkina Faso,1987,Popular Front,0.45,-0.596,-2.253,-0.436,-2.051,-1.127
Burkina Faso,1970,National Liberation Movement,0.606,-1.384,0.576,0.349,0.683,-2.718
Burkina Faso,1992,Alliance for Democracy and Federation,0.211,-0.549,0.451,-1.376,1.241,-0.368
Burkina Faso,1997,Alliance for Democracy and Federation,0.253,-0.549,0.451,-1.144,1.22,-0.368
Cambodia,2008,Norodom Ranariddh Party,0.397,-0.645,0.085,-0.403,-0.349,-0.682
Cambodia,1998,Sam Rainsy Party,0.774,-0.321,1.647,1.999,-1.613,-0.824
Cambodia,2003,Sam Rainsy Party,0.799,-0.321,1.647,1.999,-1.613,-0.145
Cambodia,2008,Sam Rainsy Party,0.89,-0.321,1.647,2.483,-1.613,-0.145
Cambodia,2008,Human Rights' Party,0.839,-1.362,1.27,1.829,-1.078,-0.902
Cambodia,1993,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",0.286,-0.419,0.372,-0.827,-1.211,-1.285
Cambodia,1998,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",0.243,-0.419,0.372,-1.103,-0.445,-1.285
Cambodia,2003,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",0.287,-0.419,-0.175,-0.742,-0.25,-1.285
Cambodia,2008,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",0.293,-0.419,-0.441,-0.686,-0.208,-0.571
Cambodia,2018,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",0.313,-0.626,-1.262,-0.562,0.338,-0.987
Cambodia,1981,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,0.324,-1.131,-4.209,-0.894,-2.36,-1.498
Cambodia,1993,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,0.324,-0.967,-1.635,-0.911,-2.561,-1.498
Cambodia,1998,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,0.393,-1.209,-1.485,-0.572,-2.561,-1.144
Cambodia,2003,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,0.397,-1.209,-1.093,-0.572,-2.054,-1.144
Cambodia,2008,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,0.391,-1.357,-1.093,-0.572,-2.054,-1.142
Cambodia,2013,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,0.391,-1.357,-0.809,-0.572,-2.054,-1.142
Cambodia,2018,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,0.391,-2.413,-2.458,-0.572,-1.751,-0.454
Cambodia,2013,Cambodia National Rescue Party,0.884,-0.309,1.645,2.278,-1.097,-0.158
Cambodia,1976,National United Front of Kampuchea,0.725,-2.074,-3.11,1.339,-1.197,-1.297
Cambodia,1972,Social Republican Party,0.282,-1.783,-2.271,-1.011,-1.976,-2.599
Indonesia,1971,Party of the Functional Groups,0.225,-0.832,-4.679,0.05,-1.877,0.125
Indonesia,1977,Party of the Functional Groups,0.11,-0.797,-3.817,-1.808,-2.033,0.13
Indonesia,1982,Party of the Functional Groups,0.098,-0.797,-3.817,-1.808,-1.673,0.128
Indonesia,1987,Party of the Functional Groups,0.099,-0.846,-4.681,-1.758,-1.632,-0.551
Indonesia,1992,Party of the Functional Groups,0.141,-0.846,-4.681,-1.573,-2.104,-0.601
Indonesia,1997,Party of the Functional Groups,0.11,-0.828,-4.123,-1.612,-2.038,-0.562
Indonesia,1999,Party of the Functional Groups,0.12,0.121,-1.061,-1.558,0.312,-1.487
Indonesia,2004,Party of the Functional Groups,0.137,0.074,-0.587,-1.568,0.059,-1.481
Indonesia,2009,Party of the Functional Groups,0.179,-0.038,-0.83,-0.859,0.267,-1.288
Indonesia,2014,Party of the Functional Groups,0.177,-0.038,-0.984,-0.859,0.455,-0.914
Indonesia,2019,Party of the Functional Groups,0.175,-0.069,-1.119,-0.859,0.452,-0.661
Indonesia,2004,Prosperous Justice Party / Welfare and Justice Party,0.396,-2.808,0.074,2.123,0.515,-1.471
Indonesia,2009,Prosperous Justice Party / Welfare and Justice Party,0.342,-2.826,-0.37,0.589,0.494,-1.433
Indonesia,2014,Prosperous Justice Party / Welfare and Justice Party,0.399,-2.8,-0.767,2.271,-0.817,-1.253
Indonesia,2019,Prosperous Justice Party / Welfare and Justice Party,0.398,-2.824,-0.767,2.276,-0.8,-1.332
Indonesia,1999,National Mandate Party,0.482,0.383,0.249,1.208,0.642,-1.481
Indonesia,2004,National Mandate Party,0.429,-0.793,0.024,0.965,0.177,-1.488
Indonesia,2009,National Mandate Party,0.243,-1.045,-0.34,-0.974,0.711,-1.432
Indonesia,2014,National Mandate Party,0.424,-1.022,-1.016,0.839,-1.005,-1.236
Indonesia,2019,National Mandate Party,0.436,-1.124,-1.115,1.026,-1.044,-1.334
Indonesia,1977,United Development Party,0.425,-1.415,-0.629,0.365,-1.061,-1.509
Indonesia,1982,United Development Party,0.444,-1.446,-0.629,0.532,-1.082,-1.49
Indonesia,1987,United Development Party,0.413,-1.446,-1.156,0.463,-1.047,-1.49
Indonesia,1992,United Development Party,0.379,-1.419,-0.849,0.104,-0.87,-1.516
Indonesia,1997,United Development Party,0.377,-1.419,-0.614,0.08,-0.876,-1.516
Indonesia,1999,United Development Party,0.4,-1.588,-0.136,0.072,0.297,-1.516
Indonesia,2004,United Development Party,0.325,-1.588,-0.162,-0.426,0.047,-1.539
Indonesia,2009,United Development Party,0.343,-1.588,-0.562,-0.426,0.047,-1.414
Indonesia,2014,United Development Party,0.379,-1.588,-1.008,-0.283,-0.012,-1.398
Indonesia,2019,United Development Party,0.363,-1.588,-1.229,-0.283,-0.034,-1.277
Indonesia,1999,National Awakening Party,0.508,0.057,0.783,1.261,1.204,-1.484
Indonesia,2004,National Awakening Party,0.386,0.057,0.524,-0.101,0.684,-1.493
Indonesia,2009,National Awakening Party,0.386,-0.065,0.102,-0.101,0.684,-1.388
Indonesia,2014,National Awakening Party,0.384,-0.215,-0.08,-0.091,0.896,-1.282
Indonesia,2019,National Awakening Party,0.396,-0.223,-0.345,-0.091,0.664,-0.862
Indonesia,1999,Indonesian Democratic Party of Struggle,0.732,1.312,0.77,2.322,0.508,0.625
Indonesia,2004,Indonesian Democratic Party of Struggle,0.639,1.026,0.816,0.984,-0.541,0.681
Indonesia,2009,Indonesian Democratic Party of Struggle,0.593,1.164,0.629,1.251,-0.708,0.628
Indonesia,2014,Indonesian Democratic Party of Struggle,0.669,1.012,0.478,1.568,-0.825,0.628
Indonesia,2019,Indonesian Democratic Party of Struggle,0.525,1.012,-0.546,0.399,-0.551,0.765
Indonesia,2004,Democratic Party,0.355,0.209,0.055,-0.275,0.701,-0.577
Indonesia,2009,Democratic Party,0.276,0.059,-0.344,-0.775,0.879,-0.487
Indonesia,2014,Democratic Party,0.388,0.059,-0.732,0.076,0.879,-0.068
Indonesia,2019,Democratic Party,0.366,0.059,-0.533,-0.14,0.884,-0.116
Indonesia,2009,Great Indonesia Movement Party,0.639,-0.564,-0.361,1.251,-0.771,-0.477
Indonesia,2014,Great Indonesia Movement Party,0.718,-0.849,-1.405,1.966,-2.561,-0.401
Indonesia,2019,Great Indonesia Movement Party,0.698,-0.98,-1.405,1.667,-2.548,-0.437
Indonesia,2014,Nasdem Party,0.375,1.041,-0.384,-0.234,0.521,0.19
Indonesia,2019,Nasdem Party,0.363,1.041,-1.052,-0.313,0.466,0.572
Indonesia,2014,People's Conscience Party,0.192,-0.349,-0.751,-1.272,0.69,-1.256
Indonesia,1977,The Indonesian Democratic Party,0.645,1.224,-0.176,1.133,-0.48,-0.239
Indonesia,1982,The Indonesian Democratic Party,0.644,1.224,-0.375,1.136,-0.456,-0.265
Indonesia,1987,The Indonesian Democratic Party,0.645,1.224,-0.375,1.154,-0.456,0.059
Indonesia,1992,The Indonesian Democratic Party,0.669,1.238,-0.206,1.139,-0.27,0.028
Indonesia,1971,Indonesian National Party,0.435,0.357,-0.346,-0.244,-0.054,-1.08
Indonesia,1971,Muslim Party of Indonesia,0.433,-1.587,-0.73,0.588,0.032,-2.747
Indonesia,1971,Moslem Scholars League,0.386,-0.769,-0.731,-0.076,0.787,-2.743
Mozambique,1977,Liberation Front of Mozambique,0.586,0.48,-4.455,0.167,-0.85,0.769
Mozambique,1986,Liberation Front of Mozambique,0.495,0.533,-4.455,-0.252,-0.83,0.782
Mozambique,1994,Liberation Front of Mozambique,0.088,-1.146,-0.044,-2.157,-2.012,1.402
Mozambique,1999,Liberation Front of Mozambique,0.079,-1.104,-0.464,-2.223,-0.957,1.799
Mozambique,2004,Liberation Front of Mozambique,0.172,-1.094,-0.926,-1.632,-1.058,2.11
Mozambique,2009,Liberation Front of Mozambique,0.181,-1.155,-0.926,-1.594,-1.058,2.11
Mozambique,2014,Liberation Front of Mozambique,0.171,-1.071,-0.774,-1.639,-1.058,2.36
Mozambique,2019,Liberation Front of Mozambique,0.151,-0.649,-0.944,-1.742,-0.867,2.377
Mozambique,1994,Mozambican National Resistance,0.658,-0.803,0.56,0.726,-2.122,0.476
Mozambique,1999,Mozambican National Resistance,0.684,-0.799,0.542,0.88,-2.122,0.593
Mozambique,2004,Mozambican National Resistance,0.719,-0.807,0.355,1.124,-1.973,0.593
Mozambique,2009,Mozambican National Resistance,0.717,-0.824,0.38,1.116,-1.662,0.598
Mozambique,2014,Mozambican National Resistance,0.673,-0.786,0.363,0.811,-1.662,0.696
Mozambique,2019,Mozambican National Resistance,0.675,-0.789,0.19,0.834,-1.657,0.696
Mozambique,2014,Democratic Movement of Mozambique,0.69,-0.792,0.83,0.961,-1.237,-0.322
Mozambique,2019,Democratic Movement of Mozambique,0.692,-0.805,0.617,0.961,-1.29,-0.551
Mozambique,1994,Democratic Union,0.575,-1.382,0.831,0.46,-1.581,-2.611
Nepal,1991,National Democratic Party,0.504,-1.381,0.617,-0.075,-1.841,-0.582
Nepal,1994,National Democratic Party,0.504,-1.381,0.617,-0.075,-1.841,-0.582
Nepal,1999,National Democratic Party,0.509,-1.381,0.775,-0.075,-1.841,-0.582
Nepal,2017,National Democratic Party,0.501,-1.384,1.069,-0.131,-0.956,0.343
Nepal,2008,Madeshi People's Rights Forum Nepal,0.857,-1.378,1.029,2.571,-3.01,-0.57
Nepal,2012,Madeshi People's Rights Forum Nepal,0.873,-1.378,1.029,2.571,-3.01,-0.57
Nepal,1991,Communist Party of Nepal (Unified Marxist–Leninist),0.844,-1.384,0.047,2.302,-3.036,0.311
Nepal,1994,Communist Party of Nepal (Unified Marxist–Leninist),0.826,-1.503,1.029,2.047,-3.036,0.315
Nepal,1999,Communist Party of Nepal (Unified Marxist–Leninist),0.803,-2.484,1.029,1.82,-1.839,0.315
Nepal,2008,Communist Party of Nepal (Unified Marxist–Leninist),0.718,-2.48,1.029,1.096,-1.839,0.644
Nepal,2012,Communist Party of Nepal (Unified Marxist–Leninist),0.593,-2.242,1.029,0.333,-2.522,1.295
Nepal,2013,Communist Party of Nepal (Unified Marxist–Leninist),0.557,-2.242,1.418,0.189,-1.621,1.277
Nepal,2017,Communist Party of Nepal (Unified Marxist–Leninist),0.466,-2.242,1.418,-0.262,-1.048,2.104
Nepal,1991,Nepali Congress,0.4,-1.279,0.997,-0.582,-2.286,-0.58
Nepal,1994,Nepali Congress,0.4,-1.279,0.997,-0.582,-2.239,-0.587
Nepal,1999,Nepali Congress,0.4,-1.279,0.997,-0.582,-2.239,0.343
Nepal,2008,Nepali Congress,0.4,-2.051,0.997,-0.582,-2.266,0.343
Nepal,2012,Nepali Congress,0.4,-2.051,0.997,-0.582,-2.266,0.343
Nepal,2013,Nepali Congress,0.4,-2.051,1.435,-0.582,-1.449,-0.574
Nepal,2017,Nepali Congress,0.442,-2.051,1.435,-0.403,-1.449,0.956
Nepal,2008,Communist Party of Nepal (Maoist),0.838,-1.254,0.662,1.962,-2.574,1.208
Nepal,2012,Communist Party of Nepal (Maoist),0.838,-1.378,0.662,1.962,-2.574,0.956
Nepal,2013,Communist Party of Nepal (Maoist),0.706,-1.245,1.024,1.023,-2.567,0.956
Nepal,2017,Communist Party of Nepal (Maoist),0.581,-1.384,1.024,0.212,-1.675,1.744
Nepal,1991,United People's Front of Nepal,0.889,-1.377,0.619,2.301,-0.895,-2.356
Nepal,2017,"Federal Socialist Forum, Nepal",0.828,-1.271,1.037,1.965,-1.818,-0.914
Nepal,2017,National People's Party Nepal,0.856,-1.386,1.017,2.548,-0.942,0.053
Nicaragua,1972,Conservative Party,0.673,1.62,-0.637,2.282,0.107,-0.806
Nicaragua,1974,Conservative Party,0.685,1.62,-0.637,2.38,0.107,-0.806
Nicaragua,2001,Constitutionalist Liberal Party,0.373,0.002,-1.234,-0.574,-1.157,-0.072
Nicaragua,2006,Constitutionalist Liberal Party,0.353,0.002,-1.237,-0.547,-1.157,-0.072
Nicaragua,2011,Constitutionalist Liberal Party,0.411,0.002,-0.698,0.286,-1.157,0.959
Nicaragua,2016,Constitutionalist Liberal Party,0.416,0.912,-1.215,0.286,-1.157,1.797
Nicaragua,2006,Sandinista Renovation Movement,0.54,1.965,1.192,0.964,1.083,2.502
Nicaragua,1984,Sandinista National Liberation Front,0.885,-2.472,-1.233,2.074,-2.641,-0.011
Nicaragua,1990,Sandinista National Liberation Front,0.876,-1.563,0.26,1.994,-2.641,-0.011
Nicaragua,1996,Sandinista National Liberation Front,0.875,-1.131,0.26,2.419,-2.693,-0.011
Nicaragua,2001,Sandinista National Liberation Front,0.88,-1.131,0.287,2.453,-2.693,0.767
Nicaragua,2006,Sandinista National Liberation Front,0.722,-0.735,-0.643,1.039,-2.195,0.767
Nicaragua,2011,Sandinista National Liberation Front,0.674,-1.65,-2.018,0.742,-2.297,0.767
Nicaragua,2016,Sandinista National Liberation Front,0.689,-1.65,-3.238,0.813,-2.237,1.545
Nicaragua,2006,Nicaraguan Liberal Alliance,0.259,0.926,0.267,-0.87,-0.688,-0.092
Nicaragua,2016,Nicaraguan Liberal Alliance,0.4,0.917,-0.314,0.246,-0.301,-0.059
Nicaragua,1984,Independent Liberal Party,0.322,0.903,-0.362,0.464,-1.502,-0.083
Nicaragua,2011,Independent Liberal Party,0.411,0.9,-0.291,0.318,0.003,-0.082
Nicaragua,2016,Independent Liberal Party,0.411,0.9,-1.231,0.318,0.052,-0.056
Nicaragua,1972,Nationalist Liberal Party,0.08,0.611,-3.915,-2.155,-0.651,-1.453
